header,user,body,title
clinical-depression,chartist,"While many of us are aware of the potential that FMT has shown for PD, Clostridium difficile (C. diff) and IBS that has not responded to standard therapy, I wrote this to highlight the fact that FMT has shown the potential to also help a multitude of other diseases and health issues that are often seen",Fecal Microbiota Transplantation (FMT) For PD And Much Much More
clinical-depression,db1966,"Hello everyone. 
As a few of you will know I have done all the treatments possible including Pluvicto which failed. My MO has put me on Jevtana for which I have comepleted 2 treatments so far. 
After my call today with my doctor it was evident he is losing  hope for me ( understood) and he will look",2nd Opinion. 
clinical-depression,Abra_ka_dabra,"I started taking HRT a while ago and I felt was all over the place, sometimes on top of the world. sometimes awful - it took me a lot longer than it ought to have done to figure out that in the 2 weeks that I take Oestrogen only I'm amazing, and when I take Utrogestan with Oestrogen I can barely function",Micronized Progesterone - Does it do anything? 
clinical-depression,flamboyant_hawking,"[i]Source: https://www.rarediseaseadvisor.com/news/mf-news-briefs/phase-1-trial-testing-potential-mf-therapy-recruiting/[/i]

A new phase 1 clinical trial evaluating the safety, tolerability, and dose limiting toxicity of INCA033989 as a monotherapy or in combination with ruxolitinib in patients with",INCA033989 phase 1 clinical trial is recruiting patients 
clinical-depression,Coachmy4,"Hi,

Looking for some help with options presented  by my MO.   Below are my latest PSA results 

PSA TOTAL.   0.77.   07/10/2023

PSA TOTAL    0.67.   06/20/2023

PSA TOTAL    0.17.   03/21/2023

PSA TOTAL.   0.38.   12/20/2022

PSA TOTAL.   0.67.    11/15/2022

PSA TOTAL.   0.64.    10/25/2022

Been",Treatment Options
clinical-depression,lupus-support1,"Suicidal bipolar depression accounts for 40% of people who try to harm themselves, yet there’s never been an FDA-approved drug for this indication.



Every second of every day, someone in the world attempts suicide.



NRx Pharmaceuticals is developing a drug for people whose suicidal thoughts stem",A Drug To Prevent Suicide Associated With BiPolar Depression
clinical-depression,Benkaymel,"I've been on ADT + Xtandi for about a year (see my Bio for details) and my PSA has been slowly and steadily reducing over that time - now down to 0.05. However, my 3 CT scans (last August, December and last month) are showing a slight increase each time in the size of my lymph node mets and the bone",PSA down but mets increasing?
clinical-depression,Garlicgrower,"Greetings All,

I have recently been scanned and increased Mets in bones and a new small spot in my liver have been found, eliminating me from my Phase Ib clinical trial that had worked from November 2021.  My earlier first line of treatment, Ibrance Fulvestrant failed after about 8 months.  

I am now",At a crossroads
clinical-depression,wat380bjw,"Good morning my fellow warriors.  I have reached another cross roads in my treatment.  I was set up to have HDR and SbRT as salvage treatment, but a PSMA scan showed disease progression to more lymph nodes which caused my Radiation Onc. to cancel the HDR.  My regular ONC is now recommending Chemo after",Next Steps?
clinical-depression,Jlruggie,"Does anyone have diet and supplement experience and advice to help bring fibroses down? 

Resist temptation to say you don’t know any other than Ursodoil, obeticholic acid, Fenofibrate and clinical trial Setanix


I’m looking for supplemental treatments to practice along with these treatments western",supplemental pbc treatments
clinical-depression,cajunjeff,"Venetoclax owes its origin to a lady named Eliza Hall, I bet AussieNeil has heard of her.  Eliza was a lady from Melbourne Australia who married an Englishman named Walter Hall in 1874.  Walter Hall and his two brothers arrived almost penniless in Australia in 1852,  coming from England  to search for",Venetoclax for dummies
clinical-depression,Manouche,"»Older people who take daily low-dose aspirin have at 20% higher risk of developing anemia even without having already had a major bleeding event, according to results from a new randomized controlled trial.



In the study, which was published June 20 in the Annals of Internal Medicine, investigators",Aspirin Warning: Anemia May Increase With Use
clinical-depression,IBSNetwork,"As you will be aware, over this year, we have offered you the opportunity to be involved in a number of webinars to help you understand and better manage your IBS. Over the coming months and years our aim is to build a library of webinars focusing on particular topics or symptoms around IBS for you to",Webinars to help you live well with IBS
clinical-depression,rasher1,"Hi everyone. I hope all of you are doing well.

My brother diagnosed Aug 2022 with stage 4 prostate cancer at age 53. PSA was 44 and he had some mets in his bones(Pelvic). After that he had triplet therapy(every 3 month hormone therapy+ Docetaxol+ Nubeqa), but unfortunately his PSA rising right after",My brother has advanced prostate cancer
clinical-depression,helvella,"Not yet even glanced - so no comments!



[i] [/i]

[i]Sabina Casula MD[/i]

[i]Department of Endocrinology, Miami Veterans Affairs Healthcare System, Miami, Florida[/i]

[i]Matthew",Are We Restoring Thyroid Hormone Signaling in Levothyroxine-Treated Patients With Residual Symptoms of Hypothyroidism?
clinical-depression,WhiteGreyhound,"I'm having a rough time today, and spiraling into those worthless feelings, even though I know that's not logical.  I got called to the carpet by a new boss... I started a new job in July, that is pulling me in many directions, to say the least.  Without getting into too much detail, I took on a task","Having a rough time today, feelings of worthlessness"
clinical-depression,AnnaHU,"Unlocking the Power of Clinical Trials: A Journey towards Medical Breakthroughs



In the realm of medical advancements, clinical trials are the bedrock upon which innovation and progress are built. They serve as the gateway to discovering new treatments, unraveling groundbreaking therapies, and enhancing",📚 Unlocking the Power of Clinical Trials: A Journey towards Medical Breakthroughs
clinical-depression,steve5441,"With the ink barely dry on my clinical trial consent forms, it was back up to Penn Medicine for my blood collection. First stop was the radiology dept to have a neck catheter installed, I decided against the arm extraction method, as it limits your mobility during the procedure. Cath installation complete",STEP ONE OF MY THIRD CLINICAL TRIAL   huCAR-T19 IL-18
post-traumatic-stress-disorder-ptsd,Raggedy-Ann,"I didn't realize this early enough in in life. My pain and sadness needs to be hidden from the world. My ex once said, ""Everything you say is negative."" Woah....... I don't want to be that person. I try to be as positive as possible when I interact with other people. I wear hats, sunglasses, interesting",Faking It
post-traumatic-stress-disorder-ptsd,tbaxley02,"I’ve been in a relationship with a guy for 3 months, it’s been going really well and very healthy. We were friends with benefits for a year before this and then we started dating. Right before I started dating him I was in a really toxic relationship that really messed with me. Now although I’m very",relationships suck
post-traumatic-stress-disorder-ptsd,Joshgw,"I can't take this anymore. It's just to much, I've had enough pain. Why wont it stop. Just leave me alone. What do I do? I don't want the ER, the hospital won't help me, I need therapy and life skills. All the hospital does is give you scrubs and feed you. I have no idea how I'm going to work tomorrow",Depression/anxiety won't stop
post-traumatic-stress-disorder-ptsd,Chriseb112,"Long term depression and anxiety attacks, recently found what describes me, due close family bereavements, that is a deep feeling of impending doom, I made myself a promise,  to do whatever it takes to prevent losing someone close to me, although not worried what happens to me",What am I
post-traumatic-stress-disorder-ptsd,jeanie245,"Hello 

I am in US and used to take 88 mcg Unithroid, and 30 MCG of Cytomel.  Then the doctor discontinued my Cytomel.  So I got some Grossman Cynomel from Mexico which works great.  I  have been on Cynomel for 3 months.   I tested a month ago and had my Unithroid go down to 1.02 (range is  .82 to 1.77",Totally Exhausted lately due to ...
post-traumatic-stress-disorder-ptsd,namaste1234,"really struggling. I have been in a constant state of panic/anxiety since last Friday. I feel absolutely exhausted. It feels like it will never end and it feels so scary when I'm in the middle of it. Even though I have felt this many times before, it somehow feels different and more terrifying every",new here..anxiety...endless
post-traumatic-stress-disorder-ptsd,Survivor1687,The struggle is real... 😔😢 Thankful for some support. 🙏🥲 Thankful for meds and people who kinda understand and aren't all bad 🥲💜,"Anxiety, PTSD, panic attacks"
post-traumatic-stress-disorder-ptsd,gbn_,"Yet again, here I sit, in front of my lap-top doing the best I can to try to ward off these ever re-occuring symptoms of anxiety that still come around from time to time.  Right now, the culprit is anxious breathing, with current sinus issues not helping at all. Rainy weather lately with humidity making",Persistant anxiety symptoms
post-traumatic-stress-disorder-ptsd,AstroSue,"Has anyone been on a sedating antipsychotic that still allowed them to look after their children in the night?
I'm on aripiprazole and while it has worked, I've just had it increased (going through a bad spell with my bipolar) and it is causing extreme anxiety and agitation. I also have chronic sleep",Medication question
post-traumatic-stress-disorder-ptsd,pettyt65,"Can anyone explain what these mean pleaseFull blood count Rouleaux +
Lymphocytosis persists
FILM REFERRED TO CONSULTANT HAEMATOLOGIST
note raised esr and leukocytosis? underlying cause",Bloods
post-traumatic-stress-disorder-ptsd,Joolsg,"Jelbea and Shumbah  have both posted recently about Temgesic versus Buprenorphine and the different half life of these 2 medicines.Both have Buprenorphine hydrochloride as the active ingredient BUT Temgesic has a much shorter half life.
This means it will have to be taken every 6 to 8 hours throughout",Temgesic/Buprenorphine
post-traumatic-stress-disorder-ptsd,Gitaga,"HiI am on Amgevita 40mg fortnightly amongst other things. Started in May this year. 
My recent mammogram report showed irregular microcalcifications which are alarming for me. 
 (Previous mammogram reports where all clear). 
My Rhemalogist asked me to stop taking the Amgevita until after I get a histology",Biologics side effects
post-traumatic-stress-disorder-ptsd,Boston001,"Well, here I am on the other side of Father's Day. It could have been better and it could have been worse. My kids didn't call me, My oldest sent me a brief text, not really a conversation, and my youngest tagged one of my Facebook posts with a happy Father's Day meme. Maybe it's just how holidays are",Father's Day
post-traumatic-stress-disorder-ptsd,millironk,"Does anyone use CBD gummies for pain and sleep at night?  Doe CBD interfere with Thyroid Meds.  I don't use the CBD very often, and have seen that separating the 2 by a few hours is recommended? thanks",CBD interfering with Synthroid and Cytomel??
post-traumatic-stress-disorder-ptsd,Tomchr,"What condition(s) makes hair go:

a) from wavy/curly to straight? 

b) darker at the back of your neck?

c) grey/blonde -> brazzy/orange?



Hyperthyroidism or hypothyroidism? Possibly other conditions?",Hair texture changes? Hyper or hypo?
post-traumatic-stress-disorder-ptsd,Sax64,"We were away in the Derbyshire Dales for my first 2 runs. Oh my  what a baptism of fire! First run 167m of climb and second 200m. It was beautiful scenery though and I did end up walking the tougher bits. On the plus side, just got back to home turf and did a relatively easy flat and relaxed run and",First week of consolidation👌 
post-traumatic-stress-disorder-ptsd,Luvmysef2004,"I have been experiencing for the last several days, severe anxiety and panic attacks.  I get them when I awake and I tend to continue to worry about my weight and health. I stopped smoking weed five days ago so it might have helped some. Any advice on what I can do to overcome this situation?",Anxiety and panic disorder. 
post-traumatic-stress-disorder-ptsd,pennygates,"We all have a back story.  I know nobody wishes to be thought of as a drug addict.   But there may be members with RLS who are recovering drug addicts, or alcoholics trying to get their lives back on track, and needing support from this forum. Its a sensitive are. I hope I haven't offended or upset anyone",Attitudes to people using opiates
post-traumatic-stress-disorder-ptsd,Aurorasparkle,"Hello everyone

I used to post in this forum when it was called living with anxiety.

I am having really hard time at the moment. 
I keep getting panic attacks and feelings of dread all the time.

Every week I seem to get a new worry to obsess over. 
it’s been like this since last yr when I thought all",severe anxiety
post-traumatic-stress-disorder-ptsd,copingwithcomedy,Zoloft isn't helping me with anxiety so my psychiatrist said to slowly get off of it and start mirtazapine. I started going down on the zoloft but I haven't taken the mirtazapine because I am so scared to. I'm afraid its going to make me feel even worse and I just can't get over this horrible fear.,I'm so scared and uncomfortable
bipolar-disorder,ockerdoc,Hello i've recently posted about my  subclinical hypothyroidism results and i'm having some confirmatory tests next week. I've been looking at my supplement regime and i've been taking Quercetin with Bromelain regularly for about the last 15 years only 500mg a day. There have been a few papers recently,Hypothyroidism and Quercetin
bipolar-disorder,Happykaz,I am currently taking 300 mg Pregabalin around 7pm and 2x 30 g of codeine (sometimes 3x 30g) during the night. I am also taking ferrous sulphate at 10pm each night. This isn’t working. I take the first codeine half an hour before bedtime and maybe sleep for 1 to 2hours. I then have to walk around/have,Buprenorphine 
bipolar-disorder,Josana13,"Hello everyone, I had been on Oxy for the past couple of years for pain.  Recently I switched pain doctors and he switched the Oxy to Buprenorphine 8mg (film).  

The Buprenorphine, like a miracle, stopped my RLS immediately and it also controlled my pain so much better than the Oxy.   In the past couple",RLS & BURPRENORPHINE
bipolar-disorder,kainasar,"Is this PTSD? 

Last week a special word lead me to a very painful drama far in the past that hasnt been thought of in many years.

 Now memories and images repeat and all the painful is ever present with each image. Brain wants to process, so the painful emotions and tears return. 

Im taking Zoloft",the keyword
bipolar-disorder,Ron53,"I've saw a few post and some discussion about this, but my Oncologist suggested a low dose of Ritalin to ward off some of the fatigue and brain fog I was having from Firmagon and Zytiga. 

 I had been reluctant to take ""another pill"" that comes with more side effects...so I said not for me.  I know the",Ritalin (Methylphenidate)
bipolar-disorder,Ladytrue,So I am struggling ended up going to hospital with feeling such anxiety and my stomach in knots a shaking mess. They gave me ativan and stomach meds. Within 15 min I felt completely better. Like pysch ward material to wow I feel okay. Now its comes in waves and has completely made me not be able to work,Anxiety
bipolar-disorder,Lightswitch,Do I ask Psychiatrist or psychologist for a more in depth eval?  [i] wonder if it more than just anxiety and depression. ADHD and or autism well trained and masked from childhood and now as I struggle with health if I have having trouble masking and holding it in. What might a more in-depth eval look,Can I ask for a full psychological eval and not just talk for 10 minutes and get a label?
bipolar-disorder,Danzdanz123,hi Everytime I have intense anxiety or a panic attacks the dp/dr lingers and it just causes me to be in a highly anxious state for days it’s like a vicious loop. I can handle anxiety it’s the weird scary and disconnected feeling I can not and I can’t really find any tips to deal with it. I’ve tried the,does anyone have any tips for dealing with dp/dr
bipolar-disorder,Yellow_daisy_patch,"Hello, this is my first post to this community! I have anxiety, OCD, and schizoaffective disorder. I see that there are currently no support groups with schizophrenia or bi polar type 1 or type 2. I have been in therapy for almost 3 consecutive years with the same lady. I recently came across research",My laundry list 
bipolar-disorder,Sid_Arthur,"Hello ! 😊

The first step on the B12 💉 now taken - although seeing improvements, with a even twice-a-week frequency may take . . . weeks or months . . . in the case of a v long term medical condition ?
 
So far, not feeling too different either way - & in all, the 1000ug was pretty much a cinch, n⛔","B12 by 💉, . . . & synergistic nutrients to consider ! 😑"
bipolar-disorder,Miniegg06,"Hi,
I don't even know how I found this page but glad I did.. I've recently been diagnosed with PTSD after having 2 stillborn children within the space of 3 years.. I'm not looking for sympathy I'm just trying to learn how to cope as best I can.. 💚",New to this 😊
bipolar-disorder,Miniegg06,"Hi,
I don't even know how I found this page but glad I did.. I've recently been diagnosed with PTSD after having 2 stillborn children within the space of 3 years.. I'm not looking for sympathy I'm just trying to learn how to cope as best I can.. 💚",New to this 😊
bipolar-disorder,Bugaboo7,"I recently graduated college &’ although I should be excited &’ relieved about it ending, I feel the complete opposite. I know I have to look for a full time job now &’ start my life &’ honestly, I am so scared. I have struggled with anxiety ever since I was in elementary school &’ I’m taking Zoloft",Feeling like I’m drowning 
bipolar-disorder,Hidden,"just completed phase 1 of an RLS study of a wearable e-stim device for RLS. For me, redults were mixed. Worked well on Right leg which has much milder symptoms than the left. The left did not respond well to the continuous stim. When I’ve used TNS in the past, a modulated wave form was more effective",RLS study
bipolar-disorder,ratfancy,"This week I will be starting methadone, which may be the answer for me.  If effective, it would give me a chance to change my sleeping pattern from 4am to noon to something more normal.

My question is this:  How do I determine what my current circadian rhythm is?   It might be that I actually am still",How do you know your circadian rhythm?
bipolar-disorder,Missjab,"hi everyone, it’s been hard today struggling with ocd thoughts and it always gets worse around my period. Like I know these are just thoughts and not actions but it creates so much anxiety that I am literally bothered. Also I never had this problem before in my live, I had a sudden onset of ocd a few",The struggle of ocd 
bipolar-disorder,Toddzen,"I have had severe Depression for decades. I am treatment resistant. My Antidepressants don't work. Therapy was useless. I was suicidal and hopeless everyday. TMS didn't work. Cost.$15,000. I tried 16 IV Ketamine sessions. Amazing Psychedelic Experience. $500 per session. But no lasting improvement. I",Daily Low Dose Ketamine 
bipolar-disorder,helptalk,"From what all I've read, I have codependency, big time.   Was with my lady friend for over 15 years.  She moved out of state to be with her ailing older sister, who was not expected  to live long, but is improving in her health.  For some reason, she has now broken off just about all contact with me.","Been a year now, after the breakup.  I'm not getting better for some reason."
bipolar-disorder,IlMinded,Hoping this helps me now.  Having trouble with anxiety today.  Just came off medication I have been on for the better part of a decade.  I was misdiagnosed/went through wrong treatment for that time.  Met new psychologist who properly diagnosed disorder and is working with me on it.  For longest time,Just letting it out
bipolar-disorder,ADAATeamLise,"ADAA is delighted to announce our newest free, anonymous peer to peer support community for those struggling with Post -Traumatic Stress Disorder (PTSD).

This is a safe space to learn from and share with others who are coping with PTSD. ADAA also posts helpful tips and strategies about PTSD through",New ADAA Post-Traumatic Stress Disorder (PTSD) Community Launches
obsessive-compulsive-disorder-ocd,hstroller,"This message is a positive one, so please read through to the end.  

I was active on the anxiety and depression boards a few years ago.  I never had a history  of any type of mental health issues prior to Covid, and being out-of-work during the same time period, plus dealing with a family member with",A New Year and Best Wishes to Everyone
obsessive-compulsive-disorder-ocd,IlMinded,Hoping this helps me now.  Having trouble with anxiety today.  Just came off medication I have been on for the better part of a decade.  I was misdiagnosed/went through wrong treatment for that time.  Met new psychologist who properly diagnosed disorder and is working with me on it.  For longest time,Just letting it out
obsessive-compulsive-disorder-ocd,ADAATeamLise,"ADAA is delighted to announce our newest free, anonymous peer to peer support community for those struggling with Post -Traumatic Stress Disorder (PTSD).

This is a safe space to learn from and share with others who are coping with PTSD. ADAA also posts helpful tips and strategies about PTSD through",New ADAA Post-Traumatic Stress Disorder (PTSD) Community Launches
obsessive-compulsive-disorder-ocd,UKmale_hypo,"I've received a letter from Guy's and St Thomas' about the home sleep study I did on 24th October. The letter says I have severe obstructive sleep apnoea. I have a provisional/suspected diagnosis of central hypothyroidism, and also have growth hormone deficiency. I have been titrating up on Levo, starting",Hypothyroidism and sleep apnoea ... 
obsessive-compulsive-disorder-ocd,RVine3,"Hello Everybody,

Persistent AFIB since 10/2022. 74 years. At the moment continuously in NSR post DCCV in January with initiation of Multaq (giving me some symptoms with sinus bradycardia after three week Holter Monitor use - no afib recorded but monitor showed SR/SB with rates 40-100 bpm.).  Sometimes",Pulse Field Ablation
obsessive-compulsive-disorder-ocd,DMM1188,"hi all


I am having a tough morning very anxious about work and I have heard from a support group and also from a podcast host I like about the Anxiety RX podcast with Russell something and he mentioned how the roof of all his anxiety ended up being childhood trauma I just burst into tears, and it had",anxiety and triggers
obsessive-compulsive-disorder-ocd,Hidden,"https://clinicaltrials.gov/ct2/show/NCT05824728

https://twitter.com/InnovationFixer/status/1651509316908728320",AgeneBo testing low dose levetiracetam for Parkinsons psychosis
obsessive-compulsive-disorder-ocd,northwoodboy,I had another tough day yesterday  with plenty of suicidal ideation. I managed to get out and hike when I got home and was having a spirited discussion with myself trying to question the stream of irrational thoughts. I became quite emotional and stopped and started to imagine my 4 daughters at my funeral,Picturing my funeral 
obsessive-compulsive-disorder-ocd,coco09,Hello. It’s been six days since I started Sertraline. I’ve had bad panic attacks but they are better now. I do worry for the quality of my everyday life. I still feel very anxious and I’m scared to even go outside. I also have social anxiety but it was always possible to get up and go out. I have an,Pressure & anxiety 
obsessive-compulsive-disorder-ocd,Hidden,"https://youtu.be/692OY6XpZFw



Dr. Dylan Wint, the director of the Cleveland Clinic Lou Ruvo Center for Brain Health, shares his expertise on Parkinson's disease psychosis, hallucinations and delusions. See below for video chapters.",video: Living with and Managing Parkinson's Disease Psychosis (Hallucinations and Delusions)
obsessive-compulsive-disorder-ocd,friends_ncis,"i have been through a lot in my life. i have been raped by 2 people multiple times. i have ptsd, anxiety, and depression. i keep falling for the wrong guys. and i keep losing friends left and right. i don’t know what to do anymore. i feel like i lost myself. and i hate myself for that. i just don’t know",i need help
obsessive-compulsive-disorder-ocd,coco09,"Hi, today is my fifth day on 25mg Sertraline for my anxiety and panic attacks. The first three days were actually really good. I felt good and was able to open up more to people. Since yesterday though I am experiencing the worst panic attacks and anxiety I have ever experienced. Normally it would go",Sertraline (SSRI) experience
obsessive-compulsive-disorder-ocd,Halcyon-Days,"I really hope I’m doing this right and posting in the correct place.

This is my first week of joining the weight loss support. For the first few weeks I’m going to follow a very low calorie sole source diet. It seems to be the only way I’ve had success in the past. 


Starting weight today 88kg

Would",Hello everyone 
obsessive-compulsive-disorder-ocd,Hidden,"in a rural town of 300, there’s a bar, a post office, and a small store. Everyday it seems like a ghost town, with the odd person riding their bike around a void community. Upon a visit to the park, it’s as empty as my social circle. Not having transportation and being sick of fake friendships, what",Anyone know some great ways to meet people who don’t trigger depressive episodes or extreme anxiety? 
obsessive-compulsive-disorder-ocd,LeeLowry1,About 11 years ago I was diagnosed with Brugada Syndrome and had a de-fib fitted as well as prescibed Quinidine and Bisoloprol which I have taken ever since. 4 years ago my de-fib activated so my Consultant increased the levles of Quinidine. However I am told by my Consultant & Pharmacy that they cannot,Quinidine Sulphate
obsessive-compulsive-disorder-ocd,Rebel1961,"I have been prescribed Duloxetine for pain, anxiety and depression. I have fibromyalgia and FND. I was taking 20mg twice a day, morning and evening but it was no longer effective. About a month ago the doctor raised it to 60mg, but said I must take 40 mg at night and 20mg in the morning. I am feeling",Duloxetine for pain and anxiety.
obsessive-compulsive-disorder-ocd,Nicola04,I have suffered from anxiety and depression for over 15yrs and my daughter has been diagnosed with adhd so my anxiety and depression has gotten worse any advice how to handle it,﻿Anxiety and depression that never seems to go away
obsessive-compulsive-disorder-ocd,repeatOffender,"Trying it for bipolar II

anyone else have this response.

Do you then have to take an anti-anxiety pill.

When does it all end.

Very frustrated and despondent",just started Latuda and feeling lots of anxiety
obsessive-compulsive-disorder-ocd,diogenes,"For a long time, the medical world has ignored the potential effects of valproate on infant health after birth. Even though guidance commitees have cautioned against giving valproate to pregnant women. This scandal continues, and babies are still being born with serious problems. The response of the",Depressing example of medical intransigence
obsessive-compulsive-disorder-ocd,Mrsdoozer,"HI Everyone ,I haven't posted in a while just been jogging along quietly taking each day as it comes.

﻿I was diagnosed with Lupus in 1999 along with sjgreons .I have taken Hydroxychloriquine since diagnosis along with all the other meds associated with this disease.  When first diagnosed I was being",﻿Retinal Toxcity &Hydroxychloroquine 
anxiety,hazelrose,"Reading user reviews and seeking recommendations can also help you identify a product that has been effective for others dealing with [u] . [/u]



Ultimately, the [u] [/u] varies from person to person, as everyone's body responds differently.",Your Complete Guide to Finding the Best CBD Oil for Anxiety
anxiety,Madara786,I get random symptoms in my eye and it's made my   pretty bad. For anyone who had the surgery how long did the blurriness last?,Anxiety after trabeculectomy (5 weeks) 
anxiety,Jeff1943,"[i]*This post is based on the teachings of Doctor Claire Weekes, 'the woman who cracked the   code'.[/i]","No matter how long or how deeply you have suffered, you can recover."
anxiety,Chi1504,I am suffering from extreme  /deI be grateful for any help.,Chi1504
anxiety,Alygirl13,I suffer from  /depression. I have always been on medication for about 15 years now and I can’t remember a time when I felt like I was “normal.” This summer I started to wake in the early mornings with bad  . My heart would race and that was how I started my day.,could use some comfort right now 
anxiety,Biker52,"Good morning,

I have been taking varying amounts of Prednisolone since last July…20mg at the beginning when experiencing the start of RA.

I started on Hydroxychloroquine in November and Methotrexate in January after having flares in those months which coincided with getting Prednisolone to around 3mg",Tapering Prednisolone and anxiety.
anxiety,BrittNYC,I am having extreme health   thinking that this machine is going to give me HIV/Hep/some other brain disease that kills you. I am all alone here and I feel like I can't breath,Health Anxiety 
anxiety,Autumn822,"My   is disabling.I can't even do things I enjoy anymore without terrible  .  It ruining my life.
I use to like gardening and painting, can't even do that without being nervous and shaking.  I HATE this.  When is the best time to take it to help rid this HORRIFIC ailment?
Thank you.",What's the best time to take Lorazapam for preventing daytime anxiety?
anxiety,flaxxy703,after having surgery for my basal cell carcinoma  2 weeks ago i started having skipped heartbeats causing more   as well,SKIPPED HEARTBEATS
anxiety,MoonRose35,Spent years dealing with    and depression  since the age of 13 I am not a 35 ur old single mom of four how dose one take a step to getting right with thile    attacks n deep depression  tha gets physically pain full at times?,HOW DOSE ONE.....
anxiety,Dugg99,I have severe  - can’t even leave the house. But I’m moving in with my mom to try and get the help and support that I need. And man is my   off the charts.,advice? 
anxiety,Snowgirl65,Could it be that's what led to my a-fib episode and not   after all?  I guess I'll never know.,Hornet sting
anxiety,Junkjournal1,So after upping my Sertraline a couple of weeks ago  the last few days I began to feel a little better regarding my  . Then this morning I woke up with all the   symptoms again. I feel like my mind is playing with me winding me up only to wind me down again. 🥹.,okay then not 
anxiety,Against_the_current,"I had a traumatic job interview yesterday and woke up today with ibs and acid reflux and  . Yesterday and today I took pills for   and probiotics (Omnibiotic stress repair) and Omeprazol but it's still killing me. If i go to the ER, they will just tell me to take the same pills",Terrible ibs from anxiety 
anxiety,Toula223,ugh I’ve been doing so much better with my   and then today BAM it hit me like a brick. I’ve been nonstop crying just about the entire day. The weird part is I don’t feel the chest tightness I normally do with my  . I just feel an overwhelming sadness and I want to keep crying.,cried all day 
anxiety,Chi1504,"Has anyone stopped   without any meds or therapy, but.by will power. Is it possible",Anxiety stopping it without meds
anxiety,Kw5526,just rough day I have always had   but I haven’t been able to control it these days and it’s not like me,feeling overwhelmed 
anxiety,Josefine1986,My   is so bad about this :(((,please Need help. Terry nails.
anxiety,ZakyZag,I have been diagnosed with Bipolar and Generalized   Disorder. My most significant symptoms are related to depression and  . I joined this group hoping to connect with other individuals who have experienced (or are experiencing) some of the challenges that I have.,ZakyZag Introduction
anxiety,Hidden,I have been fighting depression/  most of my life. I'm 32 now. These past couple years have been the worst and lead me here. Almost daily I'm swallowed by   and depression.,Trapped 
clinical-depression,antisocialsocialwrkr,"My family hasn't received good news in a very long time so I had to share this. My dad is 53 and was diagnosed almost 2 years ago with stage 4 PC. His PSA has always remained low which misled us into thinking he was in ""the clear,"" at least for a while. We then learned his PC spread to his liver and",Update: liver & bladder mets
clinical-depression,CTGirl1962,"Happy Friday, everyone!! It’s a beautiful day to be alive!!! 

Has anyone here been offered this trial?

I’ve been on letrozole, Ibrance and Xgeva for a year and it appears it’s not doing its job any longer. I will know more after scans next week.

If not, are you on a clinical trial? I’m feeling like",VIKTORIA-1 CLINICAL TRIAL
clinical-depression,spanish36,"I have been taking Acalabrutinib  in a clinical trial for three years achieving excellent results.
A few days back I tripped over uneven paving while enjoying my daily walk. I hit the concrete hard. Fortunately no broken bones.
By that evening a nasty bruise had appeared on my right side and abdomen.",Severe bruising
clinical-depression,CLLerinOz,The Pharmaceutical Benefits Advisory Committee has recommended that Shingrix be included on Australia's National Immunisation Program for some Australians later this year.  An announcement by the Victorian Government indicates that Shingrix might be available from the start of November for particular,Shingrix may be available on Australia's National Immunisation Program for those with CLL from 1 November 2023
clinical-depression,TJGuy,"So I was surprised recently about the cost of my PSMA scan here in the US.  $3456
I was used to costs in the $16,000 range for Choline scan.

Paid $2650 or so for the UCLA clinical trial back in 2017.

I checked and also found a place in Vancouver BC that would treat scan US patients for about 3400 Canadian",Cost of PSMA scan in US
clinical-depression,nvp815,"Hello friends,

I had planned on updating everyone much sooner, but life got in the way a bit.  Last I wrote, I had received my T-cells back on June 5, 2023.  The first few days were totally uneventful.  I was walking the halls a lot, staying active, reading, and getting dressed in regular clothing every",CAR-T Trial Update #3
clinical-depression,Imaparky,"Update from Annovis

We are excited to announce two significant advances in our progress in developing a novel therapy for Parksinon’s, Alzheimer’s, and other neurodegenerative diseases.

Annovis Files a Groundbreaking Composition of Matter Patent

Annovis Bio has developed a new crystalline form of",Update on Annovis Buntanetap
clinical-depression,Biobro,"Spouse has had a wonderful run on Lu177.   Is now about to get his final infusion this week.  PSA was dropping fast (down to 185) up until the supply issues struck; he missed one complete cycle which was stuck on the end.  Since then, PSA has dropped to around 345 at the 5 week mark following the infusion",Where to go after Lutetium 177?
clinical-depression,Lna21,"hello everyone 

In July 1st 2022 I enrolled in a clinical trial with AZD (Faslodex in pills) and Capivasertib.

Unfortunately last PET scan is showing progression on my liver. 
Options are Everolimus or Abemaciclib and  IV chemo: Doxil.

My onc strongly recommends Doxil.

Obviously I am scared of IV",next treatment Doxil 
clinical-depression,CrocodileShoes,"... I've got a consultation with my oncologist tomorrow. I've huge respect for him - he's been with me throughout this 'journey' from initial diagnosis 14 yrs ago. But, he tends to follow SOC (although will support me in straying from the path. I'd welcome some suggestions before I talk to him.

My situation",Running out of road....
clinical-depression,NYLassie,"I have been participating in Intercept's clinical trial for Ocaliva's use for the improvement of liver fibrosis. When the FDA voted against the approval of the drug last week, Intercept announced it will be discontinuing all R&D for NASH treatment. This is a grave disappointment.",INTERCEPT IS ENDING CLINICAL TRIAL
clinical-depression,fell,"Hello everyone, I have been a member of healthunlocked since 2014 when I was diagnosed with CLL. 

I noticed that my sister's belly was getting quite big so I made her get an ultrasound. She had a CT scan on Thursday night and although we haven't received the results yet, it is more than likely that",Sister likely has endometrial cancer
