header,user,body,title
obsessive-compulsive-disorder-ocd,applejax7,I'm looking at a potential C-PTSD diagnosis with abandonment issues.  Any advice/experiences/general knowledge anyone has would be SUPER appreciated.,C-PTSD?
obsessive-compulsive-disorder-ocd,280scout,"I received an insurance denial today for Trelstar Mixject.    I was to have an Eligard shot in early December, but Dr office called the day before to reschedule for January 3rd.   I was never told that they wanted to take me off Eligard, and why would they change if it is working?

Mainly, I have never",Trelstar Mixject
obsessive-compulsive-disorder-ocd,Eeyore100,"£3!! and rather annoyingly really nice... heck I'm worth it! I only went in for a sneaky sushi treat 😏

Edit... actually cheaper in Waitrose as they sell the 500g where as the other only sell 250g £1.85

Oat Base (Water, Gluten-Free Oats (11%), Sunflower Oil, Salt), Coconut Cream, Stabilisers (Tapioca","Found this in Waitrose (Bit pricey!) Lovely creamy Oat Kefir. Dairy, soya and gluten free... Edit  ** Found a recipe they use milk grains**"
obsessive-compulsive-disorder-ocd,Birdland,"As most of you can relate to, I have given up so much in my life due to RLS. Every possible RLS trigger is in fact a trigger for me. I have given up HRT, SSRIs, statins, caffeine, alcohol, spicy foods (I used to put fresh jalapeno peppers on EVERYTHING), sugar, all processed foods, most carbs, and the",Minoxidil
obsessive-compulsive-disorder-ocd,Ih8going2work,"In November  2021, On the day of my brothers funeral, I was involved in four car chain reaction accident that totaled my car ( I wasn't at fault). After the accident, I was driving without any issues whatsoever until February of this year when I had my first panic attack while driving. I've asked my",Panic Attacks while driving
obsessive-compulsive-disorder-ocd,Amalyy,"Hello everyone, first of all I apologize for my english (I'm from Morocco), we don't have support groups over here. I wanted to ask you guys If PTSD can also become generalized anxiety disorder? I have severe panic attacks since 2014.",Anxiety/ptsd
anxiety,Spirit85,"Heya,I've recently been suff with   again. I panic and try to get my breathing under control. Try all the things I have learnt. Hence posting on here. 
My question is does anyone suffer with itching with   and if so how did you get it under control? As I've got an itch.",Haven't posted for a while 
anxiety,Ephemera,Please can someone tell me the safest pills to take for severe   that will not make RLS worse. Thanks,Anxiety and RLS
anxiety,Sarahpoppe232,which antidepressant is best or will T3 introduction relieve   ?,Which antidepressant is best for thyroid condition hypo - fluoxetine or Certraline ? Or willT3 take anxiety if my conversion is not good 
anxiety,Manavalover,"The problem is after the mistake is done by me , i keep thinking about why i have done that, what is wrong with me , questioning myself again and again , mins after this thinking   kicks in , then my mind never stops , i keep trying not to think but still my mind won't listen ....",Relationship fear or anxiety 
anxiety,Luvmysef2004,"I have been experiencing for the last several days, severe   and panic attacks.  I get them when I awake and I tend to continue to worry about my weight and health. I stopped smoking weed five days ago so it might have helped some. Any advice on what I can do to overcome this situation?",Anxiety and panic disorder. 
anxiety,Mskitty21,I just want to  say how much I hate   and the over thinking. I hate the trembling and the irrational thoughts…. Screw   and Panic Attacks!,Bad day
anxiety,Brunnerbal111,I have severe   for 15 years treated with Cymbalta and Benzos,I have anxiety
anxiety,Giorgos1973,"good evening to the wonderful team, at the moment I'm at a dead end, three months ago I went to a psychiatrist and he diagnosed me with mixed   and depression disorder, he prescribed escitalopram 10mlg to start with, I haven't started it yet because I have my fears of how they will make me feel",Anxiety Disorder 
anxiety,Lonepain,"My   is thru the roof.  My family wants nothing to do with me and my last friend moved away.
I'm 63 and alone.  Some mornings I wake up and just wish I wasn't atound anymore.",Me & Anxiety
anxiety,Roma2975,About a month after rai I felt really down and depressed this seems to have stopped and I’ve been left with   and sleep problems. Could I be over mediated? I’m on 150mg and lost weight since I was put on levothyroxine,Anxiety 
anxiety,Fair_point,"hello everyone, 

I am constantly getting those moments when my legs freeze due to  . 
I will explain a situation related to what I mean.",freezing anxiety 
anxiety,Daisy425,hi everyone! It’s been a while! I am so proud of my progress but tonight for some reason I’m more anxious than normal. I am very close with my grandma and I am spending the night at her house to keep her company. I don’t know why I am anxious. She is beating up ham leftover from Sunday that she made,anxiety creeping up
anxiety,Missus835,"This particlar   has carried thru for 40 years. I do have Generalized   Disorder since childhood.
I'm so glad for this group of patient, ever-listening folks. Also, any other pre/post surgery suggestions would be most appreciated. Thanks. ~ Deb",PRED INCREASE?VERTEBRAL PLASTY SURGERY THIS WEEK
anxiety,FleetRose,"Since Christmas I have had episodes of extreme  , depression, mood swings and tearfulness. My Rheumy this morning suggested swapping to Betamethasone which does not cross the blood/brain barrier. However, when I researched,  it appears to have the same side effects as pred.",Prednislone and Anxiety
anxiety,Dinobaby05,"Hi everyone,


First time poster here. I had my first egg recovery yesterday and just had our first phone call from the embryologist. 15 eggs were collected, 10 mature and 8 fertilised. I don’t know if I’ve been a bit naive but I assumed we would have better results given the scans were all showing I",First egg recovery anxiety
anxiety,wheat123,I am 54 and I am very anxious about my old age. My father was in considerable discomfort when he died. My mom is struggling and going to hospital every week. I have constant worries how I will fare in my old age. Will my death be painful? It constantly bothers me.,Anxiety about old age
anxiety,Agustin88,I had to dropout from college because of the   being in class and talking to classmates because I am really shy so I was like afraid and I was thinking of lot's of negativity on me so It was certain point that I was not able to control it.,Anxiety 
anxiety,Masterfox66,"I was just here posting about how Sertraline was helping me to manage my   and slowly be able to try and habituate to my new chemo heightened tinnitus. Only to get no sleep last night and have such bad   today that I threw up my dinner, even taking diazepam didn’t help.",Major Setback (Tinnitus Anxiety)
anxiety,FiberedOut555,"I had   over getting a Cochlear Implant done. I was taking Atarax on top of Zyrtec which causes QT Elongation. 

So I was diagnosed with AFIB and sent to the ER. Prescribed Metoprolol and a 81 mg aspirin.",Anxiety and A-Fib
anxiety,ADAATeamRachel,"Edward shares his journey of living with   and depression, highlighting the impact it had on his life, and explains how professional help has aided him in his recovery.

Read Edward's story of triumph here: https://adaa.org/living-with- /personal-stories/seeking-light",ADAA Story of Triumph: Seeking the Light
clinical-depression,Varney,"Hi All,

If you haven’t seen it, here is a interesting study done at the James Center at Ohio State University.  Dr. Woyach co-led the study and is also heading up the clinical trial that I have been in since 2019 (I/O; V/I/O).  

https://cancer.osu.edu/news/woyach-nejm-study

Varney",Pirtobrutinib(loxo-305) Interesting study
clinical-depression,TealBlooms,"Hey Queens!

I am reaching out to see if anyone is participating in this clinical trial.   I am having a hard time deciding if this is a “favorable” option for me.  I’d love to get some type of feedback from an actual patient.  It’s fairly new, so any findings seem impossible to come by.   

Also, I’",Clinical Trial with Abemaciclib and Olaparib
clinical-depression,Tall_Allen,"As we are all painfully aware, prostate cancer is immunologically ""cold."" This means the immune system cannot be coaxed into attacking it. The one exception is Provenge.

BiTEs (Bispecific T-cell Engagers) are in clinical trials. BiTEs are medicines that have one ""hook"" that connects to a cancer cell",Another BiTE gets spit out
clinical-depression,Diamonds_,"I thought it was my     to blame and my meds have been increased.  Dr says my B12 levels are ok and I don’t have to adjust the timing of 12 weeks.  Still no better. 
Does anybody have any suggestions to why I’m still very tired.",B12 levels
clinical-depression,lupus-support1,"Hebrew University researcher says study showing short-burst intense physical activity can lower risk of cancer by up to 32% is proof ‘doing something is better than doing nothing’

By RENEE GHERT-ZAND 

3 August 2023

According to a new study, you don’t need to run, swim, bike or go to the gym to significantly",Can 4 minutes a day save your life? New study touts benefits of even brief exercise
clinical-depression,u302000,Has anyone enrolled in this latest targeted (non PSMA) treatmentt?,Tamarack Clinical Trial
clinical-depression,Emilyr123,"I just wanted to share my positive experience with you all 😊

I posted on here a few months ago about my experience of having late onset PP last year after stopping breastfeeding my little girl. After a few months in hospital thankfully the psychotic symptoms subsided but I suffered with depression",Sunshine after the storm 🌞
clinical-depression,PDWarrior1900,"[i]It's still about the[/i][i] [/i][i], right?[/i]

[i]Have confidence! Science will SAVE us![/i]

[i] [/i]

[u] [/u] In a historic clinical trial, researchers successfully implanted microchips into the brain of a paralyzed",HISTORIC FIRST! Microchips implanted into paralyzed man allows him to move hand and arm!
clinical-depression,Derf4223,"From a publicly available site

Scientists have stumbled upon an extraordinary 'living drug' in the bloodwork of a late-stage cancer survivor.



A year after receiving ""the biggest development in cancer therapy"" in over 50 years, this patient's body was still protected by a fleet of souped-up killer",New technique modifies T-Cells to cure cancer
clinical-depression,lupus-support1,"[i]A Bionaut robot compared to a penny. Photo by Bionaut Labs[/i]



Bionaut Labs CEO says in the future illnesses that now seem incurable will be treated by medication delivered straight to the affected organ.

Robotics entrepreneurs Michael Shpigelmacher, Aviad Maizels and Alex Shpunt were not looking",Micro-robots could deliver drugs to brain and organs
clinical-depression,Hidden,"»Everybody» has seen the news where City of Hope Dr Malkas claims very good results from preclinical tests - all 70  cell lines cancer cells annihilated, patients in the clinical trial 1 doing well. The information is vague, has anybody in here more information or will try to participate in the trial",AOH1996 - CPNA inhibitor
clinical-depression,myllo,"Hi everyone, I haven’t posted for a while as I’ve been trying to ignore this condition! Calr positive  ET. I’m terrified of going back on Hydrea due to intolerable side effects and my very understanding MPN specialist nurse has been monitoring me. 
Sadly, my platelets are creeping up , lately to 845",Bomedemstat trials
clinical-depression,myllo,"Hi everyone, I haven’t posted for a while as I’ve been trying to ignore this condition! Calr positive  ET. I’m terrified of going back on Hydrea due to intolerable side effects and my very understanding MPN specialist nurse has been monitoring me. 
Sadly, my platelets are creeping up , lately to 845",Bomedemstat trials
clinical-depression,Derf4223,"Pasted from a publicly avaiilable website





A ""holy grail"" molecule that kills all solid cancer tumors, leaving other cells unaffected, has been developed by scientists.



The team at the City of Hope, one of the largest cancer research and treatment organizations in the United States, made the breakthrough",PCNA gene attack -- for solid tumors
clinical-depression,Skye_MC,"Join our informative webinar, “New Pancreatitis Therapies: Current Clinical Trials!” where we aim to educate and empower you, our pancreatitis community, about the latest research and therapies available for pancreatitis.

This session will provide information",New Pancreatitis Therapies: Current Clinical Trials! | Webinar Registration is now OPEN
clinical-depression,Hidden,"Many of us are ENZA resistant in the CRPC phase. In preclinical study in turns out that Trametinib + Enza has a profound effect on proliferation, especially with PTEN loss and PI3K mutations, the pCa is then very dependent on the MAPK signalling pathway. There is a clinical trial II open for new patients",Trametinib MAPK inhibitor in ENZA-R pCA - very interesting
clinical-depression,jade_s,"ALS is the same as Lou Gehrig's disease, and is also what  Stephen Hawking had. It is a neurodegenerative disease, thought to mostly affect the motor neurons. 

Ryosuke Oki, et al, ""Efficacy and Safety of Ultrahigh-Dose Methylcobalamin in Early-Stage Amyotrophic Lateral Sclerosis""  JAMA Neurol. 2022;","If your doctor worries that too much B12 is toxic, show them this study on ALS & B12"
clinical-depression,FMOH_N,"Newly dx. PCa. with Intraductal carcinoma, IDC-P. This is the most aggressive prostate cancer type.  In my case 4+3 with 70% pattern 4 with cribriform which make it even more worse. There are four types of pattern 4 (poorly formed glands, glomeruloid structures, cribriform glands, and fused glands) and",Intraductal Carcinoma & Cribiform pattern 4 treatment options?
clinical-depression,SaintMarie,"I have suffered with life long depression. TMS therapy has been helping, but I am not sure that it is helping this time around. Is there anyone here that suffers from anhedonia? I am experiencing this more and more. I have no motivation to do anything and nothing excites me or seems worth pursuing. To",Anhedonia
clinical-depression,Against_the_current,"Giving my friend time. Rn distancing all communication. I'm starting to feel autumn depression and i'm worried this week, on 15th sep, sis starts school. And i'm worried about her. And i have to be strong, give her courage, but i'm scared myself. Maybe it's best distant communication with her too do",Starting school. Starting university. Autumn depression. It's coming. I'm scared
bipolar-disorder,millironk,"Does anyone use CBD gummies for pain and sleep at night?  Doe CBD interfere with Thyroid Meds.  I don't use the CBD very often, and have seen that separating the 2 by a few hours is recommended? thanks",CBD interfering with Synthroid and Cytomel??
bipolar-disorder,Sax64,"We were away in the Derbyshire Dales for my first 2 runs. Oh my  what a baptism of fire! First run 167m of climb and second 200m. It was beautiful scenery though and I did end up walking the tougher bits. On the plus side, just got back to home turf and did a relatively easy flat and relaxed run and",First week of consolidation👌 
bipolar-disorder,Luvmysef2004,"I have been experiencing for the last several days, severe anxiety and panic attacks.  I get them when I awake and I tend to continue to worry about my weight and health. I stopped smoking weed five days ago so it might have helped some. Any advice on what I can do to overcome this situation?",Anxiety and panic disorder. 
bipolar-disorder,pennygates,"We all have a back story.  I know nobody wishes to be thought of as a drug addict.   But there may be members with RLS who are recovering drug addicts, or alcoholics trying to get their lives back on track, and needing support from this forum. Its a sensitive are. I hope I haven't offended or upset anyone",Attitudes to people using opiates
bipolar-disorder,Aurorasparkle,"Hello everyone

I used to post in this forum when it was called living with anxiety.

I am having really hard time at the moment. 
I keep getting panic attacks and feelings of dread all the time.

Every week I seem to get a new worry to obsess over. 
it’s been like this since last yr when I thought all",severe anxiety
bipolar-disorder,copingwithcomedy,Zoloft isn't helping me with anxiety so my psychiatrist said to slowly get off of it and start mirtazapine. I started going down on the zoloft but I haven't taken the mirtazapine because I am so scared to. I'm afraid its going to make me feel even worse and I just can't get over this horrible fear.,I'm so scared and uncomfortable
bipolar-disorder,Against_the_current,I had an anxiety attack and am still having it and went outside and worried myself sick what are mom and sis doing up. Once they were on a really bad twrms and mom used even when im in the toilet to abuse sis.Mom wanted me to teach sis German because she didn't want to do it herself. And when i panic,My daily panic attack at 8pm
bipolar-disorder,utsav4891,"Hello everyone,

I have a panic disorder and you all know what its like. Now a days I feel pressure in my nose and feel like shortness of breath. I feel pain inside the nose canal too.

And I feel paresthesia in my head.

Do anyone feel like that while having panic attack or anxiety attack. Is it symptoms",Feeling pressure in nose.
bipolar-disorder,Geodog,"I have posted questions here before, and appreciate all the excellent help. I am currently taking 150 mg Sertraline, and my pcp added 300 mg gabapentin daily. I do not see any improvement in depression or anxiety. When I asked him, he suggested switching out gabapentin. He wants me to take Buspar with","gabapentin, Buspar, and sertraline"
bipolar-disorder,Flimmeri,"Has anyone been diagnosed with  Amyloidosis of the heart which is causing Afib permanently?

How are they being treated, etc?",Amyloidosis
bipolar-disorder,Mazdana,"Hello, I have agoraphobia, but I only have fear of long roads that I cannot go out in an emergency. This situation has only existed for 6 months and I have come to a very good stage by facing my fears, but a psychiatrist in the country I live in said that I might have a heart attack while facing my fears",Agrophobia
bipolar-disorder,RelaxedRhino,"Hey everyone, I’m new here!


I have a diagnosis of ADHD and am meant to be taking ADHD medication for it, however, I have recently been diagnosed with hyperthyroidism. After doing some research I’ve seen some articles saying you can’t take certain ADHD medications while having a thyroid disorder?? Does",ADHD & Thyroid Disorders 
bipolar-disorder,TeddiJ,"Hi, All. I had bloodwork done recently and I'm wondering if anyone knows if the low UIBC might be affecting my RLS/PLMD.

Ferritin was 169 (down from very high values after a blood infusion for rls in April 2021).

The UIBC was flagged as Low at 126, Iron Saturation was flagged as high:

Iron 172 

UIBC",Low UIBC result from bloodwork?
bipolar-disorder,Wildflower13,"..anyone else??

I’ve dealt with it (and anxiety with panic disorder) off and on for almost 20 years. I did medication for years but I am currently not taking anything. 
lately (the past 2 years) the anxiety I experience has been centrally focused on my heart. I’ve had many EKGs, sonogram tests, etc",cardiophobia..
bipolar-disorder,applejax7,I'm looking at a potential C-PTSD diagnosis with abandonment issues.  Any advice/experiences/general knowledge anyone has would be SUPER appreciated.,C-PTSD?
bipolar-disorder,280scout,"I received an insurance denial today for Trelstar Mixject.    I was to have an Eligard shot in early December, but Dr office called the day before to reschedule for January 3rd.   I was never told that they wanted to take me off Eligard, and why would they change if it is working?

Mainly, I have never",Trelstar Mixject
bipolar-disorder,Birdland,"As most of you can relate to, I have given up so much in my life due to RLS. Every possible RLS trigger is in fact a trigger for me. I have given up HRT, SSRIs, statins, caffeine, alcohol, spicy foods (I used to put fresh jalapeno peppers on EVERYTHING), sugar, all processed foods, most carbs, and the",Minoxidil
bipolar-disorder,Ih8going2work,"In November  2021, On the day of my brothers funeral, I was involved in four car chain reaction accident that totaled my car ( I wasn't at fault). After the accident, I was driving without any issues whatsoever until February of this year when I had my first panic attack while driving. I've asked my",Panic Attacks while driving
bipolar-disorder,Amalyy,"Hello everyone, first of all I apologize for my english (I'm from Morocco), we don't have support groups over here. I wanted to ask you guys If PTSD can also become generalized anxiety disorder? I have severe panic attacks since 2014.",Anxiety/ptsd
bipolar-disorder,Ducky2003,"A second and last offering to the alternative Christmas carols.
This one is chirped along to The Calypso Carol, one if my favourites.

See me lying on the bedroom floor,
Palpitations I can feel once more.
All kicked off by an apnoea snore,
The joy called AF is to blame.

Oh now carry me to A&E,
By ambulance",A 2nd and Final Christmas Ditty                                  (I have messaged Katrina)     
post-traumatic-stress-disorder-ptsd,User87365209,hello I’m new here looking to find ppl to talk to that have experienced something similar. I’ve felt very isolated from dealing with panic disorder and agoraphobia. It’s hard to find anyone who truly understands what I’m going through. I haven’t worked in over 2 years because of my diagnosis. I’m taking,panic disorder & agoraphobia 
post-traumatic-stress-disorder-ptsd,Drls,hello - I started taking the accord brand of buprenorphine last night having moved from the morningside make because those tablets were small and difficult to cut…… after half a tablet I had panic / shakiness that I hadn’t experienced with the morningside tablets…. After three x half tablets (0.6mg),accord brand of buprenorphine causing nausea???
post-traumatic-stress-disorder-ptsd,Mymindandme000,good morning everyone!  I seem to have been having panic attacks a few times a day now and went to the emergency room twice the other day. When you go to the emergency room and I think that something is really wrong and then there’s nothing wrong in the end. That is the most embarrassing part! I have,Help Please ***Trigger Warning ***
post-traumatic-stress-disorder-ptsd,riffjack846,"Just curious to see what you folks that have problems going to sleep have been prescribed to help and not affect your Afib.  I've tried, Benadryl, valarian, clemastine, and meletonin and they either aggravate my afib or just don't work.  I might need to have a doctor call in a prescription as the over",Sleeping aid with Afib.
post-traumatic-stress-disorder-ptsd,MissGizzy,"I have suffered from anxiety for decades. It has mostly been under control with medication, EMDR and therapy. I also suffer from bi-polar and PTSD.

My Psychiatrist has put me on Zoloft (50mg), but it is not helping. In fact, I feel more anxious on it. Maybe it is not a high enough dose for me. I am",Dreadful Anxiety
post-traumatic-stress-disorder-ptsd,Peacely,"I have never tried medication other than Buspar for anxiety, I've always just battled them naturally and have come quite far in my journey in overcoming them but I do get tired of battling sometimes and I wonder if anybody had had success with medications in stopping social anxiety with panic attacks",Anyone successful with medication for panic attacks?
post-traumatic-stress-disorder-ptsd,Firefly777,"when I get anxiety my face, neck and chest start to hurt is this normal. I’ve also had an on going panic attack for 3 days and can’t seem to get out of it any suggestions.",anxiety symptoms?
post-traumatic-stress-disorder-ptsd,Peacely,"I have all the symptoms of a flight or fight response when I have anxiety I can generally stay calm enough to manage all of them and keep them them under control through breathing and a small dose of Buspar which is an anti anxiety med prior to an event that involves people, or long shift at work but",Feel like I will never shake this symptom.
post-traumatic-stress-disorder-ptsd,shawshankredemention,"I have been having mild panic attacks again worried about the future for my children.  I have been dealing with panic attacks for 8 years on and off.  I know they feed off fear, especially fear about the future.   I know the key is accept that fact that I will NEVER be 100%certain about the future.",panic attacks again
post-traumatic-stress-disorder-ptsd,CornishChick,"I just wondered what the experts thoughts are on taking Adcal when you don’t have thyroid problems? 

My 80 year old mother broke her hip 3 years  ago, had a Dexa scan which was fine, although was subsequently told they’re pointless for someone of her age. 
I’ve got her on higher dose vitamin D and K2",Adcal thoughts please 
post-traumatic-stress-disorder-ptsd,Matty123321,"My anxiety is getting out of control and I just don't know what to do anymore. Meds don't work, seeking councilling doesn't work for me.  My anxiety just seems to have taken over my life at the moment. I haven't left my house for about 9 months now. only time I leave my house is for work because it's",My anxiety is taking over my life. 
post-traumatic-stress-disorder-ptsd,Janlyn1953,"Hi.I've just been given Duloxetine for my Anxiety and Depression. 
I have been feeling poorly for a long time, with so many different things wrong, gastric trouble, shaking, no interest,  so very tired the list I endless, in the end I contacted my doctor.
I didn't want a strong Antidepressant, so he",Duloxetine 
post-traumatic-stress-disorder-ptsd,Shield_Of_Faith,"Few people I know in the past have asked me "" when and where did my anxiety come from?"" I tend to wonder that many times over the many years as I struggle with extreme social phobia and middle of the night panic attacks. I think back through my family bloodline and no one really comes to mind. Maybe",Ramblings about my anxiety.....
post-traumatic-stress-disorder-ptsd,LDavis1993,"Hello, I have just started Zoloft 25mg. I have taken other SSRIs in the past. It has been a year since I have taken anything besides my Klonopin .5mg. I have been on Zoloft for exactly 15 days. Doctor wants to increase to 50mg. Had a terrible panic attack last night with intrusive thoughts. Thinking",Beginner on Zoloft 25mg- Help
post-traumatic-stress-disorder-ptsd,stormcloud,I'm struggling with trying to balance blood pressure and heart rate.I take 1.25 Nebivolol once a day but am finding it lowers my BP too much which is making me feel dizzy and light headed.Have tried stopping it for a day but then get tachycardia and AF. Anyone else had this problem?,Nebivolol problems
post-traumatic-stress-disorder-ptsd,Farooqji,"Parkinson’s disease drugs may cause daytime sleepiness. Some people experience sleep attacks, during which they suddenly feel intensely tired or even fall asleep.



Because modafinil is a stimulant, it can help people feel more awake and alert. Some also experience a heightened sense of focus on the",Can modafinil treat Parkinson's?
post-traumatic-stress-disorder-ptsd,Josana13,I have been on Bupropion for over a year and am stilll suffering from anxiety.    Can I take Zoloft and Bupropion together or does zoloft alone work for both anxiety and depression?,ZOLOFT AND BUPROPION 
post-traumatic-stress-disorder-ptsd,Macandcheese88,"Hello, I am new to this site and decided to take a chance due to struggling badly tonight with anxiety, coupled with trying to prevent a panic attack from happening. I started looking for anxiety support groups in my area without any luck and wanted to try this online route. 


I’m 34 and suffered my",Newbie
post-traumatic-stress-disorder-ptsd,Comeonpeeps,"Hi everyone, can anyone offer any words or comfort or advice please?I was told at the beginning that this would change my life. 

A few weeks back I visited rheumatology and I said that I was dissatisfied with the drug, they told me to give it longer. 



I feel so down.","12 weeks on Adalimumab, lots of pain and fatigue. Feeling depressed. "
post-traumatic-stress-disorder-ptsd,Against_the_current,"She drank and spoiled her drink and was trying to wipe it but having hard time and like a pig in its own misery slipping. And I went outside crying and probably it's best i return back to my accommodation. This image is too much. Especially that we live in the same room, the 3 of us. And i had a therapist",I can't deal with mom
obsessive-compulsive-disorder-ocd,Ducky2003,"A second and last offering to the alternative Christmas carols.
This one is chirped along to The Calypso Carol, one if my favourites.

See me lying on the bedroom floor,
Palpitations I can feel once more.
All kicked off by an apnoea snore,
The joy called AF is to blame.

Oh now carry me to A&E,
By ambulance",A 2nd and Final Christmas Ditty                                  (I have messaged Katrina)     
obsessive-compulsive-disorder-ocd,Mph1977,"I have GAD and have been on 100mg of Zoloft since 2004, I’ve had a recent episode with anxiety brought on by the birth of my first child. Has anyone else felt side effects when increasing just 25mg of Zoloft to 125mg total? My stomach is queasy and I feel like my anxiety has spiked a bit. It’s been a",Zoloft increase after almost 20 years 
obsessive-compulsive-disorder-ocd,Ladytrue,Well I have been able to eat for 2 days now and today was easier doing so. Not as much nausea. I was shaky this morning fought thru it and went for a walk by the lake. Did some tidying up at home. I am trying to go without the 0.5 ativan today to kinda test the 10 mg of Lexapro if its in my system enough,Feeling a lil positive
obsessive-compulsive-disorder-ocd,Against_the_current,So i had a crisis some days ago and texted and old therapist that i loved. Told her it passed but now I'm wondering whether to go to group therapy. She said i deside but maybe it could be beneficial. At the last moment i went. Late. Saw people who just didn't feel right. Much older than me and with different,"Regret going to group therapy. Overwhelmed, another day wasted and money wasted. Why do all my attempts to get help backflip?"
obsessive-compulsive-disorder-ocd,Ladytrue,Oh this waiting for the antidepressants to kick in is brutal! Horrible in the mornings then kinda good in the afternoon then antsy come evening.  Just give me some good whole days please! Positive thoughts then negative thoughts nauseated then not. I feel like just put me in a pysch ward get me better,All over map
obsessive-compulsive-disorder-ocd,Peanut10,hi. June last year I was prescribed sertraline for my anxiety however I didn’t want to take it so I continued to cope by myself and I was doing well until November when I had a panic attack while out and since that point they’ve been more frequent. Over the past 2 or so weeks I haven’t been able to leave,scared to take prescription 
obsessive-compulsive-disorder-ocd,Ladytrue,I was describing to my councillor how I get this feeling sensation of pins and needles in my stomach that travels up into my chest like a warm surge lasts for about 40 seconds then it sends me into full fledge anxiety. She figures I am having panic attacks. Anyone else get weird feelings like that?,Saw my councillor 
obsessive-compulsive-disorder-ocd,WanderingAsh,My father had a arterial dissection heart attack in 2020. I thought I was ok until Christmas last year I had my first panic attack 2 weeks before Christmas.  My problem is I have a shoulder that dislocated regularly and nerves in my neck that cause the whole left side of my body to go numb on occasion,Coping methods 
obsessive-compulsive-disorder-ocd,ADAATeamRachel,"""As someone who struggles with depression and an anxiety disorder I wanted to give focus to how those manifest in me,"" Roxanne says. ""Though I’ve dealt with these for most of my life, I got my first major panic attack my senior year of high school when I went through a traumatic event. After that they",ADAA Personal Triumph: I can hear my heart beat.
obsessive-compulsive-disorder-ocd,Gath,"**trigger warning**

Hi, I joined this group to see if I can receive some help and try to help others if I can. 
I have social anxiety, GAD, OCD, TS and I'm feeling really depressed this past weeks... I'm taking 50mg of sertraline for OCD and it kinda help with the obsessive thinking. 
I really feel",Really depressed. New to this side. 
obsessive-compulsive-disorder-ocd,Lizzy9,"Hello all of you  HU people ~ I am the wife of a PwP, dx 12/29/2020.  Our history ( very briefly) ~ left sides tremors and anxiety, mostly.  We tried B1 HCL ~ didn’t work.  Tried Thiamine mononitrate and that seemed to work for a while   Recently I took hubby off all B1.  None of them seemed to work",I’m thinking about Benfotiamine.
obsessive-compulsive-disorder-ocd,Alwaysthankful123,"hey there :) i hope to find some Comfort Here.. im dealing with Bad panic attacks, DPDR, OCD, death Anxiety. I had a very bad panic attack 2 months ago and since then i am thinking i will die soon, god is giving me a sign or something.. This constant feeling, especially in the Nightime.. its so so Bad","DPDR, death anxiety, feeling like i will die Soon"
obsessive-compulsive-disorder-ocd,Strawberryice,"Good morning Lovely Girls,

I am having my second transfer in Spain next Tuesday and yesterday I had  my first intralipid infussion to treat for recurrent miscarriage. 


The Clinic told me that I would need to have the second one in 3 weeks time if I am pregnant. 


Please could you let me know if the",Intralipid infussion
obsessive-compulsive-disorder-ocd,Faith103,"hey all,

Hope all is well. ♥️
just wanted to ask a question, this is not something I would normally ask because I don’t normally consider it as I take 0 intake of alcohol. I never drink as I’m so busy with life and my toddler that it doesn’t interest me however, on Monday I am going to Amsterdam for",Taking progynova and having alcohol 
obsessive-compulsive-disorder-ocd,Against_the_current,"Firstable i thought dad's the bad guy. Then mom. Adored sis and thought she's much stronger and mature than me. Then sis told dad about my job without my permission and he will stop my funds and i felt like those two betrayers. Or maybe im overreacting, i hope i am. Then mom supported me on the phone",Idk who is who in my family 
obsessive-compulsive-disorder-ocd,Fertual,"Hello ,I had an ICD fitted to the left side of my chest a good few months back, and I'd like to know for sure if I can safely still weld ?.
I only welded occasionally using mig and arc and the more recent inverter arc (stick),I hadn't  got round to trying Tig.

Does anybody know regarding this ?.

Thanks",Can I still Weld.
obsessive-compulsive-disorder-ocd,Pablomybestfrien,"I have been having anxiety attacks for the past week, crying all the time, feeling of doom and fear’ i just want to give up and succumb to all this anxiety. I just want to stay in bed forever. 
tell me i will be ok, and this shall pass",i am hating my anxiety
obsessive-compulsive-disorder-ocd,mhg22,"Hi everyone.

I’m doing well and I hope you are not doing so bad yourself too.

I am having difficulty forgetting the past situations of injustice in my life that lead me be less then I was supposed to be past 40 year…

I feel resentful and irritated that my family failed me in the area of health care",How to move forward from here…
obsessive-compulsive-disorder-ocd,Holidaytraveller,Hi am on the waiting list for a medical procedure (transvenous ICD) and my existing travel insurers (Safesure) wont insure me for a forthcoming trip to France. Does anyone have a recommendation for another UK insurer?,Awaiting for an ICD procedure
obsessive-compulsive-disorder-ocd,Joyya,"Can someone help explain the mechanism? Given all nutrients of importance are optimal, why would a very slight increase in cytomel from 10 mcg to 12.5mcg, keeping Synthroid the same (at 75 mcg) have caused 
— fT3 to have dropped significantly from 65.6% to 37.5% of the reference range (from Oct 24 2022",Why would SMALL increase in T3 meds have caused fT3 to go DOWN a LOT and fT4 to also go DOWN? 
clinical-depression,pca2004,"I imagine that the new aspirin study [JAMA (1)] will get a lot of media play, but I will post anyway.



A previous study concluded that the only people who benefit from low-dose aspirin are those who have already experienced a cardiovascular event.  For everyone else, the risks obliterate any benefit",Low-dose Aspirin.
